date,open,high,low,close,adjusted close,volume,totalAssets,yield,trailingAnnualDividendYield,trailingAnnualDividendRate,trailingPE,fiftyTwoWeekHigh,fiftyTwoWeekLow,regularMarketVolume,averageVolume,averageDailyVolume10Day,threeYearAverageReturn,fiveYearAverageReturn,twoHundredDayAverage,fiftyDayAverage
1993-02-12,44.875,44.875,44.59375,44.59375,26.18511962890625,42500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-02-16,44.46875,44.46875,43.40625,43.46875,25.52452850341797,374800,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-02-17,43.46875,43.53125,43.28125,43.4375,25.50617790222168,210900,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-02-18,43.9375,43.9375,42.8125,43.40625,25.487831115722656,378100,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-02-19,43.40625,43.5625,43.34375,43.5625,25.579572677612305,34900,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-02-22,43.6875,43.78125,43.5625,43.71875,25.67131805419922,513600,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-02-23,43.84375,43.875,43.46875,43.6875,25.652971267700195,373700,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-02-24,43.71875,44.25,43.71875,44.25,25.983272552490234,26300,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-02-25,44.21875,44.375,44.125,44.34375,26.038314819335934,44500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-02-26,44.4375,44.4375,44.1875,44.40625,26.07502746582031,66200,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-01,44.5625,44.5625,44.21875,44.28125,26.001619338989254,66500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-02,44.3125,44.9375,44.25,44.9375,26.386964797973636,182400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-03,45.0,45.15625,44.9375,45.125,26.49706268310547,280100,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-04,45.1875,45.1875,44.875,44.875,26.350250244140625,89500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-05,44.9375,45.125,44.71875,44.75,26.27684783935547,40000,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-08,44.84375,45.75,44.84375,45.75,26.864049911499023,50800,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-09,45.65625,45.6875,45.5,45.59375,26.772306442260746,169300,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-10,45.59375,45.6875,45.40625,45.6875,26.827350616455078,194400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-11,45.71875,45.84375,45.5,45.5625,26.75395584106445,70900,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-12,45.1875,45.21875,44.8125,45.09375,26.47871017456055,643600,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-15,45.0625,45.3125,45.0625,45.3125,26.60716819763184,310800,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-16,45.3125,45.4375,45.3125,45.3125,26.60716819763184,30800,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-17,45.25,45.25,44.96875,45.03125,26.442007064819336,21800,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-18,45.21875,45.5,45.21875,45.3125,26.60716819763184,59300,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-19,45.28125,45.28125,45.03125,45.03125,26.566883087158203,66900,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-22,44.59375,44.875,44.5625,44.78125,26.41941261291504,183400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-23,44.90625,44.9375,44.8125,44.875,26.474712371826172,55200,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-24,44.8125,45.0625,44.59375,44.875,26.474712371826172,37200,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-25,44.90625,45.25,44.84375,45.15625,26.64064979553223,110100,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-26,45.125,45.15625,44.875,44.90625,26.49314117431641,101500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-29,44.9375,45.3125,44.9375,45.09375,26.603778839111328,87100,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-30,45.15625,45.21875,45.09375,45.21875,26.67752456665039,56000,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-03-31,45.34375,45.46875,45.1875,45.1875,26.65907096862793,111600,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-01,45.25,45.25,44.9375,45.03125,26.566883087158203,129500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-02,44.65625,44.65625,44.09375,44.09375,26.01380920410156,59400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-05,44.4375,44.4375,44.1875,44.3125,26.14285659790039,172200,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-06,44.40625,44.40625,44.0625,44.1875,26.06911277770996,129700,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-07,44.25,44.34375,44.15625,44.34375,26.16129302978516,28000,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-08,44.53125,44.53125,44.09375,44.28125,26.12442779541016,180800,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-12,44.71875,44.9375,44.65625,44.90625,26.49314117431641,348500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-13,44.875,45.15625,44.84375,45.0,26.54844856262207,146100,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-14,45.03125,45.0625,44.90625,44.9375,26.51158905029297,119600,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-15,44.90625,45.03125,44.75,44.9375,26.51158905029297,148600,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-16,44.96875,45.03125,44.875,44.9375,26.51158905029297,47900,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-19,44.9375,45.0625,44.71875,44.75,26.40097045898437,157000,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-20,44.6875,44.75,44.25,44.53125,26.27192687988281,279500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-21,44.625,44.625,44.375,44.5,26.25347328186035,67900,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-22,44.3125,44.6875,43.9375,43.9375,25.92162132263184,97700,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-23,43.84375,43.96875,43.6875,43.75,25.81100082397461,106000,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-26,43.78125,43.9375,43.28125,43.40625,25.60820388793945,62600,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-27,43.34375,43.875,43.34375,43.875,25.88475799560547,156800,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-28,43.8125,43.90625,43.71875,43.78125,25.829442977905273,85900,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-29,43.875,43.96875,43.625,43.96875,25.940073013305664,85000,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-04-30,44.125,44.28125,44.03125,44.03125,25.9769229888916,88500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-03,44.09375,44.3125,43.90625,44.3125,26.14285659790039,80500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-04,44.40625,44.625,44.34375,44.46875,26.23503875732422,149100,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-05,44.46875,44.75,44.46875,44.59375,26.308780670166016,109000,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-06,44.53125,44.5625,44.40625,44.4375,26.21660423278809,54700,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-07,44.46875,44.46875,44.28125,44.34375,26.16129302978516,68000,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-10,44.40625,44.6875,44.40625,44.4375,26.21660423278809,113900,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-11,44.4375,44.625,44.3125,44.625,26.32721900939941,42600,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-12,44.4375,44.59375,44.4375,44.5625,26.29036903381348,31000,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-13,44.375,44.375,44.0,44.03125,25.9769229888916,129100,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-14,44.03125,44.15625,43.96875,44.0,25.95849418640137,63500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-17,44.125,44.15625,43.9375,44.15625,26.050670623779297,34000,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-18,44.1875,44.21875,43.96875,44.125,26.032249450683594,105200,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-19,44.125,45.03125,43.84375,45.03125,26.566883087158203,50200,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-20,45.03125,45.15625,44.9375,45.15625,26.64064979553223,98200,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-21,45.1875,45.25,44.71875,44.75,26.40097045898437,221400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-24,44.84375,45.09375,44.84375,44.9375,26.51158905029297,30500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-25,45.125,45.125,45.03125,45.03125,26.566883087158203,191800,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-26,45.15625,45.625,45.125,45.59375,26.89874839782715,102400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-27,45.65625,45.65625,45.375,45.4375,26.806583404541016,53800,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-05-28,45.40625,45.40625,45.0,45.21875,26.67752456665039,79100,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-01,45.375,45.8125,45.3125,45.65625,26.93562889099121,28300,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-02,45.53125,45.75,45.34375,45.59375,26.89874839782715,20300,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-03,45.5,45.5,45.34375,45.4375,26.806583404541016,21600,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-04,45.3125,45.3125,45.09375,45.28125,26.71440124511719,32000,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-07,45.375,45.375,45.125,45.125,26.622203826904297,121400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-08,45.0,45.0,44.71875,44.71875,26.382524490356445,104500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-09,44.875,45.0625,44.8125,44.875,26.474712371826172,43300,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-10,44.84375,44.9375,44.75,44.90625,26.49314117431641,17900,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-11,45.0625,45.15625,44.90625,45.09375,26.603778839111328,647400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-14,45.15625,45.1875,45.03125,45.03125,26.566883087158203,64200,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-15,45.09375,45.125,44.9375,44.9375,26.51158905029297,142400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-16,44.9375,45.03125,44.8125,45.03125,26.566883087158203,330900,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-17,45.125,45.1875,45.03125,45.1875,26.65907096862793,37400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-18,44.84375,44.84375,44.5,44.5,26.43953514099121,58500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-21,44.625,44.625,44.53125,44.59375,26.49523735046387,29300,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-22,44.65625,44.65625,44.5625,44.625,26.513803482055664,137500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-23,44.625,44.625,44.21875,44.21875,26.27242660522461,227600,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-24,44.34375,44.8125,44.34375,44.8125,26.625213623046875,243700,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-25,44.78125,44.90625,44.75,44.78125,26.60665512084961,44800,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-28,45.0,45.28125,44.9375,45.28125,26.90373039245605,439900,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-29,45.21875,45.21875,45.0,45.0625,26.77374839782715,207500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-06-30,45.125,45.21875,45.0,45.0625,26.77374839782715,437600,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-01,45.125,45.125,44.875,44.9375,26.69948005676269,605700,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-02,44.78125,44.8125,44.53125,44.6875,26.550939559936523,285400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-06,44.625,44.75,44.15625,44.21875,26.27242660522461,246400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-07,44.1875,44.40625,44.1875,44.34375,26.34670066833496,343700,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-08,44.375,44.9375,44.3125,44.84375,26.64378929138184,248200,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-09,44.84375,44.96875,44.75,44.96875,26.71805191040039,378200,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-12,44.90625,44.96875,44.84375,44.9375,26.69948005676269,373700,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-13,44.96875,45.09375,44.65625,44.90625,26.6809024810791,389600,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-14,44.9375,45.1875,44.90625,45.0625,26.77374839782715,617300,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-15,45.03125,45.03125,44.78125,44.875,26.66234397888184,443800,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-16,44.90625,44.9375,44.6875,44.75,26.58808135986328,216400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-19,44.75,44.75,44.59375,44.71875,26.56950187683105,188200,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-20,44.6875,44.84375,44.46875,44.84375,26.64378929138184,68500,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-21,44.78125,44.8125,44.65625,44.8125,26.625213623046875,142700,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-22,44.75,44.8125,44.5,44.5,26.43953514099121,632400,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
1993-07-23,44.59375,44.71875,44.5625,44.71875,26.56950187683105,286200,374031319040,0.012999999000000002,0.012446026,5.563,3.0813003,447.11,319.8,92673933,60670736,46772316,0.18580000000000002,0.17469999,413.43503,437.09705
